"day","symbol","asset_type","open","high","low","close","volume"
"2021-06-15","BTC","crypto","20210.41000000","21429.14000000","19670.64000000","20521.95000000","1993178"
"2021-06-15","COST","stock","491.77","486.87","492.23","492.42","2567419"
"2021-06-15","ETH","crypto","7967.01000000","8465.49000000","7967.01000000","8255.13000000","1913088"
"2021-06-15","JNJ","stock","244.45","244.45","246.54","248.56","1641320"
"2021-06-15","MSFT","stock","128.24","125.22","125.81","128.24","2981159"
"2021-06-15","PG","stock","32.09","32.09","32.27","32.30","1320210"
"2021-06-15","V","stock","170.27","161.23","161.44","170.27","3522319"
"2021-06-14","BTC","crypto","21175.80000000","21197.35000000","18826.91000000","19612.93000000","578268"
"2021-06-14","COST","stock","486.49","486.49","491.27","495.29","1893456"
"2021-06-14","ETH","crypto","8632.48000000","9150.15000000","8110.57000000","8155.17000000","1265636"
"2021-06-14","JNJ","stock","247.85","247.71","248.25","248.79","7295564"
"2021-06-14","MSFT","stock","125.03","125.03","127.64","129.12","4142911"
"2021-06-14","PG","stock","32.27","31.96","32.01","32.27","11056883"
"2021-06-14","V","stock","175.13","168.17","168.36","175.13","10831665"
"2021-06-11","BTC","crypto","20720.23000000","20953.72000000","19997.29000000","20558.54000000","3318093"
"2021-06-11","COST","stock","487.16","487.00","487.92","489.73","1075264"
"2021-06-11","ETH","crypto","9751.33000000","9751.33000000","9067.15000000","9139.24000000","957013"
"2021-06-11","JNJ","stock","248.73","246.78","247.86","248.73","810953"
"2021-06-11","MSFT","stock","125.78","125.00","125.67","127.01","1532549"
"2021-06-11","PG","stock","32.00","32.00","32.25","32.51","1720167"
"2021-06-11","V","stock","169.23","169.23","173.63","173.70","2740564"
"2021-06-10","BTC","crypto","20670.53000000","21799.20000000","19980.71000000","20104.52000000","16112977"
"2021-06-10","COST","stock","492.14","481.96","487.19","492.14","2126057"
"2021-06-10","ETH","crypto","9711.29000000","10049.02000000","9552.67000000","9580.33000000","525165"
"2021-06-10","JNJ","stock","246.49","246.49","251.16","253.87","10362744"
"2021-06-10","MSFT","stock","121.46","121.46","124.45","125.52","752977"
"2021-06-10","PG","stock","31.59","31.59","32.02","32.62","3934465"
"2021-06-10","V","stock","170.35","167.24","169.22","171.18","16823255"
"2021-06-09","BTC","crypto","20295.31000000","21765.34000000","18701.02000000","20762.56000000","1925996"
"2021-06-09","COST","stock","497.79","485.37","491.10","497.79","5199759"
"2021-06-09","ETH","crypto","9102.18000000","10297.45000000","9102.18000000","9781.44000000","4254574"
"2021-06-09","JNJ","stock","245.03","244.75","246.33","247.39","1053631"
"2021-06-09","MSFT","stock","116.68","116.68","121.88","121.94","5200279"
"2021-06-09","PG","stock","31.97","31.61","31.66","31.97","429663"
"2021-06-09","V","stock","168.09","166.15","169.33","169.59","2877301"
"2021-06-08","BTC","crypto","19175.56000000","20349.31000000","18352.06000000","20334.02000000","39414323"
"2021-06-08","COST","stock","499.40","498.65","499.66","501.71","1140201"
"2021-06-08","ETH","crypto","9559.20000000","9569.08000000","8556.82000000","9530.40000000","726327"
"2021-06-08","JNJ","stock","237.59","237.59","243.85","246.17","1861401"
"2021-06-08","MSFT","stock","116.93","116.93","117.54","119.37","6050696"
"2021-06-08","PG","stock","31.99","31.82","31.84","31.99","2844457"
"2021-06-08","V","stock","166.54","166.54","167.35","169.86","2408988"
"2021-06-07","BTC","crypto","19654.35000000","20676.59000000","18315.22000000","19353.61000000","1450320"
"2021-06-07","COST","stock","498.75","496.90","498.53","500.45","1650046"
"2021-06-07","ETH","crypto","8929.08000000","9243.00000000","8674.95000000","9151.42000000","905832"
"2021-06-07","JNJ","stock","247.08","238.73","239.57","247.08","8626465"
"2021-06-07","MSFT","stock","110.98","110.98","115.91","118.99","9269435"
"2021-06-07","PG","stock","31.61","31.61","32.01","32.10","1952655"
"2021-06-07","V","stock","171.85","164.45","165.24","171.85","12381453"
"2021-06-04","BTC","crypto","19891.67000000","21220.68000000","18241.91000000","20035.83000000","511029"
"2021-06-04","COST","stock","496.45","493.30","499.36","500.98","1195244"
"2021-06-04","ETH","crypto","9005.71000000","9593.41000000","8937.05000000","9274.79000000","1001247"
"2021-06-04","JNJ","stock","247.37","240.37","241.31","247.37","5061405"
"2021-06-04","MSFT","stock","110.10","110.10","111.35","111.54","12577315"
"2021-06-04","PG","stock","31.45","31.45","31.63","31.70","1404794"
"2021-06-04","V","stock","163.51","163.51","173.09","173.28","3889460"
"2021-06-03","BTC","crypto","19535.55000000","20414.64000000","18868.20000000","19533.46000000","922454"
"2021-06-03","COST","stock","488.64","488.64","496.49","499.77","18084294"
"2021-06-03","ETH","crypto","8741.30000000","8993.35000000","8558.32000000","8950.41000000","605719"
"2021-06-03","JNJ","stock","247.22","246.60","248.29","248.78","1092044"
"2021-06-03","MSFT","stock","106.71","106.71","109.26","109.89","7895746"
"2021-06-03","PG","stock","31.24","31.20","31.28","31.39","2812573"
"2021-06-03","V","stock","166.23","157.98","163.68","166.23","3739313"
"2021-06-02","BTC","crypto","20863.72000000","21026.29000000","19250.07000000","19974.12000000","767938"
"2021-06-02","COST","stock","483.65","483.65","487.46","490.15","1081754"
"2021-06-02","ETH","crypto","7839.49000000","8582.84000000","7627.01000000","8578.60000000","755042"
"2021-06-02","JNJ","stock","241.44","241.44","247.64","249.59","13961250"
"2021-06-02","MSFT","stock","111.27","105.45","105.78","111.27","32346084"
"2021-06-02","PG","stock","31.96","30.97","31.27","31.96","604233"
"2021-06-02","V","stock","169.82","165.55","166.15","169.82","4003946"
"2021-06-01","BTC","crypto","19388.21000000","21464.38000000","19388.21000000","20529.46000000","687866"
"2021-06-01","COST","stock","494.70","482.62","482.62","494.70","8478379"
"2021-06-01","ETH","crypto","7724.16000000","8159.05000000","7556.22000000","7817.64000000","756042"
"2021-06-01","JNJ","stock","242.39","242.39","243.34","243.50","3687022"
"2021-06-01","MSFT","stock","114.56","109.20","110.71","114.56","329234"
"2021-06-01","PG","stock","32.45","31.63","31.96","32.45","1209103"
"2021-06-01","V","stock","166.42","166.42","168.99","170.77","3994816"
"2021-05-31","BTC","crypto","19000.06000000","19708.61000000","18324.28000000","19240.34000000","426420"
"2021-05-31","COST","stock","488.23","488.23","497.84","498.09","9359757"
"2021-05-31","ETH","crypto","7632.24000000","8258.38000000","7415.38000000","7810.49000000","5309053"
"2021-05-31","JNJ","stock","236.49","236.49","241.62","242.88","5753063"
"2021-05-31","MSFT","stock","115.08","112.55","113.74","115.08","5493825"
"2021-05-31","PG","stock","32.06","32.06","32.36","32.53","17789381"
"2021-05-31","V","stock","159.31","159.31","166.83","166.88","3012275"
"2021-05-28","BTC","crypto","17619.72000000","18261.18000000","15744.21000000","17752.52000000","726766"
"2021-05-28","COST","stock","495.78","487.47","488.06","495.78","2378393"
"2021-05-28","ETH","crypto","7444.31000000","7909.43000000","7260.17000000","7351.96000000","765786"
"2021-05-28","JNJ","stock","241.61","236.12","237.18","241.62","3039891"
"2021-05-28","MSFT","stock","117.65","114.61","115.61","117.65","1690098"
"2021-05-28","PG","stock","32.15","32.11","32.14","32.17","2396863"
"2021-05-28","V","stock","154.51","154.51","159.23","160.34","2412781"
"2021-05-27","BTC","crypto","16783.76000000","17688.10000000","16010.95000000","17341.21000000","411968"
"2021-05-27","COST","stock","481.87","481.87","496.50","498.49","2827693"
"2021-05-27","ETH","crypto","7704.76000000","7931.18000000","7208.90000000","7623.20000000","1106214"
"2021-05-27","JNJ","stock","238.67","238.67","240.23","240.24","4474747"
"2021-05-27","MSFT","stock","117.85","117.52","118.46","119.49","7670859"
"2021-05-27","PG","stock","32.22","32.22","32.28","32.28","3228626"
"2021-05-27","V","stock","160.98","150.11","155.67","160.98","2011692"
"2021-05-26","BTC","crypto","16514.88000000","17261.01000000","16190.14000000","16767.46000000","2384993"
"2021-05-26","COST","stock","481.05","481.05","485.14","487.59","691333"
"2021-05-26","ETH","crypto","7671.01000000","8120.53000000","7280.10000000","7758.77000000","923590"
"2021-05-26","JNJ","stock","236.99","233.93","239.80","244.41","24245698"
"2021-05-26","MSFT","stock","116.29","116.00","117.75","118.98","2822022"
"2021-05-26","PG","stock","32.46","32.12","32.28","32.57","3634326"
"2021-05-26","V","stock","164.24","159.10","160.78","164.24","3282178"
"2021-05-25","BTC","crypto","17687.15000000","18178.32000000","16371.31000000","16425.83000000","1299515"
"2021-05-25","COST","stock","480.31","476.24","481.79","485.12","11418981"
"2021-05-25","ETH","crypto","7507.26000000","7901.21000000","7256.24000000","7715.69000000","938619"
"2021-05-25","JNJ","stock","242.63","235.24","237.40","246.95","5059123"
"2021-05-25","MSFT","stock","121.04","115.85","117.57","121.04","8051786"
"2021-05-25","PG","stock","32.26","32.26","32.33","32.33","892660"
"2021-05-25","V","stock","160.89","160.89","163.56","163.59","1363751"
"2021-05-24","BTC","crypto","18098.76000000","19459.67000000","16748.06000000","18268.01000000","1929551"
"2021-05-24","COST","stock","482.70","478.45","479.11","482.70","3019514"
"2021-05-24","ETH","crypto","7415.71000000","7713.23000000","6964.38000000","7534.17000000","1119130"
"2021-05-24","JNJ","stock","233.22","233.22","239.90","242.61","6533002"
"2021-05-24","MSFT","stock","121.66","118.40","122.13","123.10","6132428"
"2021-05-24","PG","stock","32.25","32.16","32.23","32.31","9736100"
"2021-05-24","V","stock","163.69","156.69","162.52","164.06","5372786"
"2021-05-21","BTC","crypto","18336.54000000","18666.49000000","17225.74000000","17838.60000000","1824647"
"2021-05-21","COST","stock","491.13","480.70","482.91","491.13","14632611"
"2021-05-21","ETH","crypto","7979.55000000","7979.55000000","7248.26000000","7305.02000000","509097"
"2021-05-21","JNJ","stock","235.46","232.20","233.92","236.53","1329616"
"2021-05-21","MSFT","stock","122.86","119.19","121.23","123.42","6926500"
"2021-05-21","PG","stock","32.14","31.89","32.25","32.76","1299563"
"2021-05-21","V","stock","163.80","161.99","164.75","167.04","2477303"
"2021-05-20","BTC","crypto","18749.64000000","19014.38000000","17566.51000000","17867.38000000","3287678"
"2021-05-20","COST","stock","487.41","487.41","492.69","496.74","1504154"
"2021-05-20","ETH","crypto","7456.28000000","8172.84000000","7411.91000000","7847.54000000","447061"
"2021-05-20","JNJ","stock","229.46","229.46","234.59","234.80","22150335"
"2021-05-20","MSFT","stock","124.21","122.47","123.00","124.21","20029302"
"2021-05-20","PG","stock","32.04","31.94","32.20","32.23","2434589"
"2021-05-20","V","stock","162.97","162.97","165.37","165.48","3026482"
"2021-05-19","BTC","crypto","18065.60000000","18351.86000000","16896.07000000","17922.24000000","1452444"
"2021-05-19","COST","stock","493.80","484.82","487.78","493.80","3281438"
"2021-05-19","ETH","crypto","7313.55000000","7807.20000000","7117.64000000","7368.41000000","3831767"
"2021-05-19","JNJ","stock","242.48","225.84","226.84","242.48","5482756"
"2021-05-19","MSFT","stock","124.73","123.04","124.90","126.23","2121271"
"2021-05-19","PG","stock","32.04","32.00","32.20","32.20","3130137"
"2021-05-19","V","stock","164.98","162.64","164.15","164.98","4454747"
"2021-05-18","BTC","crypto","20749.02000000","21052.94000000","17972.15000000","18702.32000000","1012473"
"2021-05-18","COST","stock","488.13","488.13","494.15","496.77","5533329"
"2021-05-18","ETH","crypto","7422.72000000","8128.97000000","7120.54000000","7382.76000000","2179754"
"2021-05-18","JNJ","stock","244.36","237.86","238.35","244.36","7639018"
"2021-05-18","MSFT","stock","123.01","123.01","124.44","125.08","3599858"
"2021-05-18","PG","stock","31.96","31.96","32.07","32.15","884628"
"2021-05-18","V","stock","165.57","163.07","166.47","166.69","13781695"
"2021-05-17","BTC","crypto","20634.68000000","21933.10000000","20375.64000000","20885.43000000","2994856"
"2021-05-17","COST","stock","498.65","486.54","490.01","498.65","433045"
"2021-05-17","ETH","crypto","7538.14000000","8085.99000000","7366.72000000","7780.96000000","1060063"
"2021-05-17","JNJ","stock","238.03","238.03","245.38","247.24","1119301"
"2021-05-17","MSFT","stock","124.80","118.29","122.32","125.50","8101496"
"2021-05-17","PG","stock","31.89","31.89","32.07","32.07","3036312"
"2021-05-17","V","stock","163.82","161.61","166.15","171.86","3555986"
"2021-05-14","BTC","crypto","23396.32000000","23491.91000000","21423.03000000","22395.77000000","5092650"
"2021-05-14","COST","stock","485.50","485.50","497.45","498.11","20838455"
"2021-05-14","ETH","crypto","8421.81000000","8559.24000000","7832.95000000","8122.52000000","1627421"
"2021-05-14","JNJ","stock","232.63","230.79","237.46","238.02","709200"
"2021-05-14","MSFT","stock","131.62","122.05","125.95","131.62","737393"
"2021-05-14","PG","stock","31.91","31.91","32.00","32.00","3849867"
"2021-05-14","V","stock","160.09","160.09","165.06","165.67","2883215"
"2021-05-13","BTC","crypto","23119.94000000","25161.42000000","22318.96000000","24239.79000000","1701204"
"2021-05-13","COST","stock","487.30","482.07","485.10","487.61","6332728"
"2021-05-13","ETH","crypto","8184.00000000","8767.10000000","7689.21000000","8446.42000000","446256"
"2021-05-13","JNJ","stock","234.76","232.35","234.72","236.54","3090016"
"2021-05-13","MSFT","stock","132.99","130.21","130.71","132.99","828077"
"2021-05-13","PG","stock","32.02","31.62","31.86","32.02","2543569"
"2021-05-13","V","stock","163.09","161.82","161.83","163.09","12570000"
"2021-05-12","BTC","crypto","22623.79000000","24416.49000000","21418.37000000","22339.54000000","667030"
"2021-05-12","COST","stock","483.54","483.54","489.45","494.75","2139913"
"2021-05-12","ETH","crypto","7991.37000000","8695.87000000","7948.27000000","8270.28000000","1806872"
"2021-05-12","JNJ","stock","239.16","232.67","233.75","239.16","675628"
"2021-05-12","MSFT","stock","127.61","127.61","132.97","133.34","4401043"
"2021-05-12","PG","stock","32.00","31.46","31.85","32.32","5276081"
"2021-05-12","V","stock","156.96","156.96","164.28","168.42","18565932"
"2021-05-11","BTC","crypto","23243.31000000","26635.37000000","22765.39000000","23476.97000000","4901969"
"2021-05-11","COST","stock","486.18","483.37","483.98","486.18","2979565"
"2021-05-11","ETH","crypto","8959.83000000","9090.47000000","8246.02000000","8475.42000000","944348"
"2021-05-11","JNJ","stock","239.64","237.66","237.83","239.64","2703823"
"2021-05-11","MSFT","stock","124.35","124.35","128.18","129.62","1984294"
"2021-05-11","PG","stock","31.91","31.21","31.75","31.91","3484733"
"2021-05-11","V","stock","158.15","153.23","157.48","158.31","3658980"
"2021-05-10","BTC","crypto","22903.24000000","25618.66000000","22903.24000000","24559.71000000","2168533"
"2021-05-10","COST","stock","489.64","483.09","484.17","489.64","2617449"
"2021-05-10","ETH","crypto","9171.31000000","9233.22000000","8730.27000000","8887.36000000","3305955"
"2021-05-10","JNJ","stock","242.81","236.71","236.93","242.81","3171551"
"2021-05-10","MSFT","stock","121.27","121.27","125.33","125.45","558867"
"2021-05-10","PG","stock","31.49","31.49","31.86","32.01","3386460"
"2021-05-10","V","stock","164.11","157.61","158.82","164.11","6643004"
"2021-05-07","BTC","crypto","25615.42000000","26622.87000000","24467.31000000","26381.53000000","1134112"
"2021-05-07","COST","stock","490.91","488.25","490.01","492.10","4172728"
"2021-05-07","ETH","crypto","9065.02000000","9790.90000000","8976.29000000","9303.50000000","2793575"
"2021-05-07","JNJ","stock","249.76","243.14","243.73","249.76","5722029"
"2021-05-07","MSFT","stock","119.02","119.02","121.40","125.14","2088140"
"2021-05-07","PG","stock","31.71","31.39","31.45","31.71","3442822"
"2021-05-07","V","stock","162.53","162.03","164.53","167.12","1319647"
"2021-05-06","BTC","crypto","23240.55000000","26303.56000000","23143.49000000","26080.35000000","1168491"
"2021-05-06","COST","stock","494.32","493.25","493.34","494.32","2338062"
"2021-05-06","ETH","crypto","9255.32000000","9456.94000000","9056.83000000","9334.67000000","5119791"
"2021-05-06","JNJ","stock","248.93","248.93","251.32","253.65","1569530"
"2021-05-06","MSFT","stock","118.52","118.52","119.70","121.63","8571962"
"2021-05-06","PG","stock","31.22","31.22","31.66","31.74","20604042"
"2021-05-06","V","stock","166.13","160.93","161.48","166.13","1207492"
"2021-05-05","BTC","crypto","24192.07000000","25376.95000000","22924.70000000","23554.58000000","1792355"
"2021-05-05","COST","stock","494.03","494.03","497.35","498.30","1051334"
"2021-05-05","ETH","crypto","9120.30000000","9447.35000000","8708.06000000","9295.70000000","3889946"
"2021-05-05","JNJ","stock","243.59","243.59","246.72","247.67","52819408"
"2021-05-05","MSFT","stock","118.36","118.36","119.27","119.33","2160370"
"2021-05-05","PG","stock","31.04","31.04","31.18","31.19","10033980"
"2021-05-05","V","stock","164.05","164.05","167.89","170.02","2376865"
"2021-05-04","BTC","crypto","25650.16000000","27053.78000000","22166.39000000","24263.52000000","5223721"
"2021-05-04","COST","stock","494.19","489.26","493.44","500.36","3151601"
"2021-05-04","ETH","crypto","8389.46000000","9188.48000000","8389.46000000","9072.03000000","1391692"
"2021-05-04","JNJ","stock","242.55","239.31","242.33","242.55","5875455"
"2021-05-04","MSFT","stock","116.89","116.89","118.71","120.59","10901935"
"2021-05-04","PG","stock","31.05","31.05","31.17","31.27","7734000"
"2021-05-04","V","stock","162.28","162.28","163.05","163.08","748709"
"2021-05-03","BTC","crypto","21737.11000000","24944.30000000","21737.11000000","24537.00000000","1422846"
"2021-05-03","COST","stock","492.58","492.41","492.54","493.42","6159290"
"2021-05-03","ETH","crypto","8061.72000000","8869.08000000","8061.72000000","8209.77000000","2009074"
"2021-05-03","JNJ","stock","241.94","241.94","243.72","245.03","6460897"
"2021-05-03","MSFT","stock","120.36","116.72","117.19","120.36","866006"
"2021-05-03","PG","stock","31.13","30.80","30.98","31.19","10578553"
"2021-05-03","V","stock","163.62","160.92","161.90","163.62","10377614"
"2021-04-30","BTC","crypto","23520.84000000","23894.41000000","22806.85000000","23405.29000000","5894061"
"2021-04-30","COST","stock","492.51","491.19","494.01","497.09","2866808"
"2021-04-30","ETH","crypto","8446.68000000","8791.00000000","7669.81000000","8089.68000000","716480"
"2021-04-30","JNJ","stock","247.43","242.62","244.64","247.43","2627752"
"2021-04-30","MSFT","stock","119.55","119.55","120.05","120.12","4265135"
"2021-04-30","PG","stock","31.20","30.81","31.06","31.40","3808461"
"2021-04-30","V","stock","167.50","159.12","162.63","167.50","4609870"
"2021-04-29","BTC","crypto","23302.19000000","26265.52000000","22102.54000000","23414.78000000","1394577"
"2021-04-29","COST","stock","490.71","489.08","490.88","492.11","648015"
"2021-04-29","ETH","crypto","8428.70000000","8721.56000000","7954.07000000","8484.80000000","1555545"
"2021-04-29","JNJ","stock","249.86","246.91","247.87","249.86","1330999"
"2021-04-29","MSFT","stock","117.79","117.56","118.69","118.72","1505634"
"2021-04-29","PG","stock","31.38","31.17","31.25","31.38","1706610"
"2021-04-29","V","stock","177.15","167.35","167.72","177.15","14413252"
"2021-04-28","BTC","crypto","21620.90000000","24188.01000000","21620.90000000","23111.54000000","926595"
"2021-04-28","COST","stock","487.27","487.27","493.47","493.89","3069239"
"2021-04-28","ETH","crypto","7765.20000000","8483.41000000","7669.71000000","8243.77000000","835461"
"2021-04-28","JNJ","stock","248.93","242.20","249.13","252.88","18010967"
"2021-04-28","MSFT","stock","118.43","116.58","117.95","118.46","3280549"
"2021-04-28","PG","stock","31.51","31.31","31.41","31.65","1829478"
"2021-04-28","V","stock","164.70","164.70","174.24","176.27","3432032"
"2021-04-27","BTC","crypto","21392.53000000","22788.59000000","20692.32000000","22106.41000000","1290130"
"2021-04-27","COST","stock","503.73","485.83","486.34","503.73","13525780"
"2021-04-27","ETH","crypto","7680.43000000","7933.72000000","7365.24000000","7653.81000000","1117309"
"2021-04-27","JNJ","stock","259.68","243.36","248.85","259.68","10100752"
"2021-04-27","MSFT","stock","118.26","117.26","118.66","119.99","3161383"
"2021-04-27","PG","stock","31.85","31.36","31.55","31.85","40581061"
"2021-04-27","V","stock","166.74","163.39","164.45","166.74","2695660"
"2021-04-26","BTC","crypto","20713.93000000","22488.34000000","20155.95000000","21288.73000000","427367"
"2021-04-26","COST","stock","496.51","496.51","502.78","503.32","32324310"
"2021-04-26","ETH","crypto","7196.83000000","7657.42000000","6974.98000000","7589.60000000","20948377"
"2021-04-26","JNJ","stock","246.86","246.86","257.53","258.09","1967428"
"2021-04-26","MSFT","stock","119.68","118.06","118.81","121.08","5268265"
"2021-04-26","PG","stock","32.05","31.85","31.90","32.05","1182940"
"2021-04-26","V","stock","156.25","156.25","165.57","166.25","14187069"
"2021-04-23","BTC","crypto","23836.07000000","23836.07000000","20802.13000000","21203.66000000","2869934"
"2021-04-23","COST","stock","490.81","486.95","496.45","504.59","7715854"
"2021-04-23","ETH","crypto","7454.25000000","7699.50000000","7238.56000000","7470.93000000","1603828"
"2021-04-23","JNJ","stock","245.34","245.34","249.36","249.77","3742884"
"2021-04-23","MSFT","stock","118.24","118.24","121.48","121.54","8175063"
"2021-04-23","PG","stock","32.36","31.83","31.99","32.36","6467511"
"2021-04-23","V","stock","155.49","154.53","155.28","156.05","3777610"
"2021-04-22","BTC","crypto","23747.36000000","23747.36000000","22122.96000000","22436.40000000","404134"
"2021-04-22","COST","stock","490.17","487.13","489.22","492.50","1073032"
"2021-04-22","ETH","crypto","7039.60000000","7789.24000000","6937.77000000","7529.01000000","7655717"
"2021-04-22","JNJ","stock","237.13","237.13","244.76","253.30","2686355"
"2021-04-22","MSFT","stock","118.57","118.57","119.28","119.66","271236"
"2021-04-22","PG","stock","32.58","32.18","32.41","32.73","9609705"
"2021-04-22","V","stock","152.25","152.25","158.23","160.11","1170869"
"2021-04-21","BTC","crypto","23065.65000000","25009.59000000","20187.30000000","22480.41000000","4000997"
"2021-04-21","COST","stock","481.64","481.64","492.34","492.38","15148846"
"2021-04-21","ETH","crypto","7127.68000000","7337.88000000","6860.74000000","7060.37000000","1703692"
"2021-04-21","JNJ","stock","234.24","234.24","238.54","239.92","2335461"
"2021-04-21","MSFT","stock","120.29","114.40","117.75","121.02","2641612"
"2021-04-21","PG","stock","32.13","32.13","32.50","32.60","5939586"
"2021-04-21","V","stock","153.84","151.23","154.23","158.27","5974192"
"2021-04-20","BTC","crypto","23957.21000000","24647.20000000","22832.89000000","23070.80000000","685024"
"2021-04-20","COST","stock","491.55","481.60","482.47","491.55","8902375"
"2021-04-20","ETH","crypto","7207.32000000","7474.81000000","7027.13000000","7119.27000000","1991794"
"2021-04-20","JNJ","stock","241.68","233.87","234.69","241.68","7724003"
"2021-04-20","MSFT","stock","124.77","118.98","120.10","124.77","86073"
"2021-04-20","PG","stock","31.58","31.58","32.15","32.31","3025200"
"2021-04-20","V","stock","156.80","148.23","153.17","156.80","1880819"
"2021-04-19","BTC","crypto","26226.65000000","26226.65000000","23695.94000000","24621.40000000","260573"
"2021-04-19","COST","stock","501.58","487.13","492.11","501.58","3406376"
"2021-04-19","ETH","crypto","7880.10000000","8273.20000000","7439.26000000","7498.54000000","444083"
"2021-04-19","JNJ","stock","250.24","241.27","242.97","250.24","5715674"
"2021-04-19","MSFT","stock","122.68","121.77","124.44","127.03","19332592"
"2021-04-19","PG","stock","31.14","31.14","31.68","31.69","2024874"
"2021-04-19","V","stock","161.85","154.64","155.57","161.85","16430162"
"2021-04-16","BTC","crypto","24532.71000000","25057.61000000","23462.33000000","23962.12000000","2663522"
"2021-04-16","COST","stock","500.54","495.27","499.44","502.94","18337879"
"2021-04-16","ETH","crypto","7248.48000000","7488.34000000","6977.53000000","7339.48000000","1522823"
"2021-04-16","JNJ","stock","246.36","244.78","248.80","248.83","823201"
"2021-04-16","MSFT","stock","123.84","121.93","123.59","125.84","2750976"
"2021-04-16","PG","stock","32.01","30.75","31.20","32.01","441610"
"2021-04-16","V","stock","158.60","158.60","162.59","162.81","41134774"
"2021-04-15","BTC","crypto","26719.76000000","29116.59000000","23831.98000000","24882.87000000","4713786"
"2021-04-15","COST","stock","491.38","491.38","498.89","498.90","921593"
"2021-04-15","ETH","crypto","7390.02000000","8046.62000000","7144.52000000","7198.48000000","1369994"
"2021-04-15","JNJ","stock","256.99","247.53","248.15","256.99","4800031"
"2021-04-15","MSFT","stock","126.34","122.35","124.99","126.34","4055586"
"2021-04-15","PG","stock","31.81","31.79","31.95","31.95","72835087"
"2021-04-15","V","stock","155.36","155.36","159.23","160.01","8663130"
"2021-04-14","BTC","crypto","26820.12000000","27799.45000000","26820.12000000","27173.78000000","749975"
"2021-04-14","COST","stock","498.27","492.19","493.58","498.27","1237494"
"2021-04-14","ETH","crypto","7438.59000000","7589.12000000","6773.41000000","7404.82000000","776913"
"2021-04-14","JNJ","stock","248.69","248.69","256.45","257.04","4556912"
"2021-04-14","MSFT","stock","124.95","123.48","126.94","128.88","4092406"
"2021-04-14","PG","stock","31.88","31.88","31.89","32.15","3066719"
"2021-04-14","V","stock","155.63","154.94","156.02","156.58","1304514"
"2021-04-13","BTC","crypto","30323.27000000","30534.19000000","27140.29000000","27803.74000000","2342768"
"2021-04-13","COST","stock","494.22","494.22","498.35","498.91","3059591"
"2021-04-13","ETH","crypto","7434.58000000","7493.13000000","7223.12000000","7329.06000000","773779"
"2021-04-13","JNJ","stock","248.58","248.58","252.23","258.84","14136204"
"2021-04-13","MSFT","stock","123.29","123.29","124.63","125.13","1154107"
"2021-04-13","PG","stock","32.34","32.01","32.03","32.34","4535447"
"2021-04-13","V","stock","150.72","150.72","156.79","157.31","5228575"
"2021-04-12","BTC","crypto","31039.58000000","31703.69000000","29306.99000000","30697.60000000","1303955"
"2021-04-12","COST","stock","490.80","490.80","494.79","502.61","1271038"
"2021-04-12","ETH","crypto","7819.73000000","8011.08000000","7383.39000000","7468.31000000","3699591"
"2021-04-12","JNJ","stock","243.85","243.85","248.33","250.85","20234566"
"2021-04-12","MSFT","stock","121.76","121.76","123.14","123.36","8214447"
"2021-04-12","PG","stock","32.29","32.17","32.25","32.29","12142675"
"2021-04-12","V","stock","153.22","151.61","151.76","153.22","1990931"
"2021-04-09","BTC","crypto","32623.68000000","34432.96000000","30735.02000000","30874.27000000","1067303"
"2021-04-09","COST","stock","485.61","485.61","490.84","494.09","2161638"
"2021-04-09","ETH","crypto","7669.43000000","7669.43000000","6832.75000000","7050.92000000","626369"
"2021-04-09","JNJ","stock","250.26","242.97","243.39","250.26","5984470"
"2021-04-09","MSFT","stock","118.84","117.31","121.60","122.59","6369816"
"2021-04-09","PG","stock","32.19","32.03","32.18","32.39","9598070"
"2021-04-09","V","stock","154.32","153.49","153.53","154.32","632195"
"2021-04-08","BTC","crypto","35789.01000000","35789.01000000","32972.87000000","33874.44000000","1783558"
"2021-04-08","COST","stock","478.34","478.34","488.37","500.98","5055988"
"2021-04-08","ETH","crypto","7659.03000000","7768.83000000","7475.80000000","7502.09000000","3481458"
"2021-04-08","JNJ","stock","251.55","249.39","251.51","254.25","2390600"
"2021-04-08","MSFT","stock","120.66","118.73","119.20","120.66","2217674"
"2021-04-08","PG","stock","32.09","32.09","32.13","32.14","4329328"
"2021-04-08","V","stock","154.48","153.59","154.66","154.83","4852136"
"2021-04-07","BTC","crypto","35780.06000000","36966.22000000","32295.68000000","34440.43000000","343818"
"2021-04-07","COST","stock","475.22","475.22","480.49","481.12","1443493"
"2021-04-07","ETH","crypto","7861.00000000","8003.80000000","7715.02000000","7832.35000000","3251480"
"2021-04-07","JNJ","stock","245.18","237.52","250.38","260.35","1210270"
"2021-04-07","MSFT","stock","121.85","115.63","120.35","122.54","777148"
"2021-04-07","PG","stock","31.16","31.16","32.05","32.07","806539"
"2021-04-07","V","stock","157.23","154.60","155.67","157.23","11249846"
"2021-04-06","BTC","crypto","35881.02000000","36897.53000000","34499.01000000","35950.04000000","848158"
"2021-04-06","COST","stock","483.64","474.32","474.56","483.64","4632406"
"2021-04-06","ETH","crypto","7512.34000000","8028.92000000","7512.34000000","7862.05000000","2012000"
"2021-04-06","JNJ","stock","235.35","235.35","245.50","246.92","1797903"
"2021-04-06","MSFT","stock","124.92","120.07","122.04","124.92","5623277"
